1.00000	-0.00028	-0.00036	-0.28008
-0.00028	-1.00000	0.00005	0.35001
-0.00036	-0.00005	-1.00000	0.28003
0.00000	0.00000	0.00000	1.00000

0.33787	0.00043	-0.94119	-0.28002
0.00037	-1.00000	-0.00032	0.35006
-0.94119	-0.00024	-0.33787	0.27994
0.00000	0.00000	0.00000	1.00000

-0.66167	-0.00056	-0.74979	-0.28006
0.00019	-1.00000	0.00057	0.35003
-0.74979	0.00024	0.66167	0.28006
0.00000	0.00000	0.00000	1.00000

-0.65780	0.04568	-0.75181	-0.29585
0.00138	-0.99809	-0.06184	0.34909
-0.75319	-0.04172	0.65648	0.29461
0.00000	0.00000	0.00000	1.00000

-0.95411	0.01692	-0.29899	-0.28588
0.00656	-0.99698	-0.07735	0.34910
-0.29940	-0.07577	0.95112	0.30111
0.00000	0.00000	0.00000	1.00000

-0.74823	-0.16975	0.64136	-0.25852
0.14181	-0.98529	-0.09534	0.39446
0.64811	0.01962	0.76129	0.28019
0.00000	0.00000	0.00000	1.00000

0.36815	0.00116	-0.92977	-0.27999
0.00094	-1.00000	-0.00088	0.34998
-0.92977	-0.00056	-0.36815	0.28009
0.00000	0.00000	0.00000	1.00000

-0.90503	0.00032	0.42534	-0.27992
-0.00076	-1.00000	-0.00085	0.35002
0.42534	-0.00110	0.90503	0.28000
0.00000	0.00000	0.00000	1.00000

-0.18944	-0.13093	0.97312	-0.25700
0.00297	-0.99114	-0.13278	0.34908
0.98189	-0.02226	0.18815	0.28414
0.00000	0.00000	0.00000	1.00000

0.75781	-0.14076	0.63711	-0.25196
0.00471	-0.97525	-0.22106	0.34595
0.65246	0.17052	-0.73839	0.24425
0.00000	0.00000	0.00000	1.00000

0.98928	0.04911	-0.13753	-0.29368
0.02106	-0.97988	-0.19848	0.34196
-0.14451	0.19346	-0.97041	0.21700
0.00000	0.00000	0.00000	1.00000

0.20103	0.36536	-0.90890	-0.36647
0.01855	-0.92909	-0.36938	0.33415
-0.97941	0.05740	-0.19356	0.26681
0.00000	0.00000	0.00000	1.00000

-0.30537	0.34098	-0.88909	-0.37843
0.03836	-0.92853	-0.36928	0.32673
-0.95146	-0.14687	0.27046	0.31988
0.00000	0.00000	0.00000	1.00000

-0.99847	-0.02249	-0.05048	-0.27577
0.04168	-0.90624	-0.42070	0.32589
-0.03628	-0.42216	0.90579	0.38724
0.00000	0.00000	0.00000	1.00000

-0.33964	-0.40427	0.84924	-0.17927
-0.00702	-0.90180	-0.43210	0.32581
0.94053	-0.15272	0.30345	0.31713
0.00000	0.00000	0.00000	1.00000

0.73540	-0.24855	0.63041	-0.22589
-0.11957	-0.96330	-0.24033	0.27218
0.66701	0.10136	-0.73813	0.18981
0.00000	0.00000	0.00000	1.00000

